螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2010-01-11,1雀瞒,98.2,6,9.1,1,3.1,1.6,0.731,0.011,1.8,6.9,0,77,17,,,,,,,,,,,,,0.724,0.122,0.387,0.006,0.001,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-01-21,2雀瞒,97.8,5,9.8,0.7,3.2,1.3,0.702,0.014,1.8,6.7,0,73,10,0,0,0,0,0,0,,,,,,,0.687,0.085,0.391,0.006,0.001,1.8,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-01-26,3雀瞒,97.7,5,9.5,0.9,3.2,1.2,0.652,0.009,1.7,6.8,0,72,7,,,,,,,,,,,,,0.646,0.069,0.443,0.004,0,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-02-03,1雀瞒,97.4,4,11.9,0.8,3.4,1.7,0.669,0.008,1.6,6.9,0,72,38,0,0,0,0,0,0,,,,,,,0.653,0.053,0.436,0.004,0,1.5,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-02-10,2雀瞒,97.2,4,10.4,0.7,2.6,2.1,0.718,0.012,1.7,7,0,72,7,,,,,,,,,,,,,0.708,0.055,0.424,0.005,0.001,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-02-16,3雀瞒,97.4,4,9.6,0.7,2.6,2.1,0.664,0.009,1.7,6.6,0,71,3,,,,,,,,,,,,,0.65,0.056,0.351,0.007,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-02-24,4雀瞒,97.2,5,11.1,0.7,3.2,3.1,0.715,0.011,1.7,7,0,71,12,,,,,,,,,,,,,0.687,0.04,0.433,0.003,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-03-03,1雀瞒,98,6,10,0.8,2.3,2.4,0.706,0.01,1.7,6.7,0,70,12,0,0,0,0,0,0,,,,,,,0.666,0.045,0.432,0.006,0.001,1.5,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-03-11,2雀瞒,98.2,5,10.3,0.6,3.1,2,0.59,0.007,1.7,7,0,71,3,,,,,,,,,,,,,0.541,0.08,0.413,0.004,0,0.9,,0,,,,,,,0,0,0,0,0,0,,,,0,,,,,
林鞠达,2010-03-18,3雀瞒,98.2,6,11,0.8,2.7,2.8,0.699,0.009,1.9,6.9,0,71,6,,,,,,,,,,,,,0.682,0.049,0.422,0.006,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-03-23,4雀瞒,98,6,10.8,0.7,2.5,2.9,0.67,0.013,1.7,6.9,0,69,5,,,,,,,,,,,,,0.662,0.043,0.405,0.011,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-04-01,1雀瞒,97.6,7,11.1,0.8,2.9,3.7,0.737,0.01,1.8,7,0,69,5,,,,,,,,,,,,,0.699,0.103,0.413,0.002,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-04-06,2雀瞒,97.7,7,11.3,0.7,3.2,3.4,0.525,0.017,1.7,7.4,0,72,5,0,0,0,0,0,0,,,,,,,0.516,0.025,0.402,0.007,0.002,1.4,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-04-13,3雀瞒,97.2,7,11.1,0.8,2.9,1.9,0.765,0.011,1.8,7,0,70,53,,,,,,,,,,,,,0.738,0.059,0.381,0.008,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-04-21,4雀瞒,96.6,9,11.2,1,3.1,2.5,0.831,0.021,1.9,7.1,0,71,33,,,,,,,,,,,,,0.819,0.072,0.472,0.01,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-04-27,5雀瞒,97.7,9,10.3,0.9,3.3,2.7,0.79,0.01,1.8,7,0,71,12,,,,,,,,,,,,,0.756,0.054,0.499,0.003,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-05-04,1雀瞒,98.3,10,10.6,0.9,3.2,4.6,0.819,0.013,1.9,7.3,0,72,57,0,0,0,0,0,0,,,,,,,0.775,0.082,0.454,0.005,0.001,1.4,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-05-11,2雀瞒,97.7,11,10.2,1,3.1,2.8,0.861,0.014,1.9,7.2,0,72,5,,,,,,,,,,,,,0.839,0.084,0.451,0.009,0.002,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-05-19,3雀瞒,97.8,12,10.1,0.9,3.1,1.9,0.78,0.016,1.8,7.1,0,72,60,,,,,,,,,,,,,0.765,0.073,0.421,0.007,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-05-25,4雀瞒,98.3,12,9.8,0.8,2.9,0.3,0.777,0.016,1.7,7.1,0,72,85,,,,,,,,,,,,,0.761,0.056,0.356,0.005,0,0.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-06-01,1雀瞒,97.9,12,9.4,0.8,3.1,0.3,0.781,0.01,1.6,7.2,0,73,3508,0,0,0,0,0,0,,,,,,,0.775,0.052,0.355,0.006,0.001,1,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-06-08,2雀瞒,96.9,13,9.4,0.9,2.9,1.5,0.75,0.013,1.6,7.1,0,72,917,,,,,,,,,,,,,0.744,0.066,0.425,0.005,0,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-06-15,3雀瞒,95.9,13,9.5,0.8,2.8,0.8,0.771,0.018,1.8,7.1,0,72,1640,,,,,,,,,,,,,0.734,0.062,0.307,0.006,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-06-22,4雀瞒,94.6,14,8.5,0.8,2.6,1,0.729,0.018,1.8,7,0,73,1668,,,,,,,,,,,,,0.727,0.074,0.36,0.013,0.001,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-06-30,5雀瞒,93.4,14,7.5,0.9,3,1.1,0.775,0.017,1.8,7.3,0,73,12,,,,,,,,,,,,,0.715,0.069,0.331,0.006,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-07-07,1雀瞒,93,14,8.8,0.7,2.9,5.6,0.841,0.019,1.8,7.2,0,73,30,,,,,,,,,,,,,0.765,0.061,0.283,0.009,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-07-14,2雀瞒,94.5,14,6.5,0.7,2.8,2.4,0.775,0.015,2,6.9,0,76,5,0,0,0,0,0,0,,,,,,,0.757,0.109,0.264,0.011,0,1.4,,1,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-07-21,3雀瞒,98.3,15,8.3,1,2.9,2.7,0.813,0.011,2.1,7.1,0,70,4,,,,,,,,,,,,,0.772,0.04,0.438,0.006,0.001,1.2,,1,,,,,,,,,,,,,0,0,,,,,,,
林鞠达,2010-07-27,4雀瞒,98.5,15,8,0.9,3.1,1.5,0.802,0.017,1.9,7.2,0,71,2,,,,,,,,,,,,,0.721,0.048,0.518,0.009,0.001,0.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-08-04,1雀瞒,101.1,17,7.3,0.9,2.8,1.6,0.993,0.018,1.7,7.1,,72,1,,,,,,,,,,,,,0.78,0.049,0.3,0.006,0.001,0.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-08-10,2雀瞒,100.9,16,5.5,1,2.9,1.5,0.803,0.008,1.8,7,,77,1,,,,,,,,,,,,,0.786,0.057,0.189,0.006,0,0.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-08-17,3雀瞒,107.2,19,4.1,1,3,2,0.825,0.017,2,6.9,,72,1,,,,,,,,,,,,,0.706,0.051,0.609,0.007,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-08-24,4雀瞒,106.2,20,5.1,1.4,3.4,4.4,0.892,0.017,2.6,7.4,0,76,2,0,0,0,0,0,0,,,,,,,0.815,0.053,0.412,0.01,0,1.7,,1,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-09-01,1雀瞒,105.5,19,5.6,1.8,3.4,8.1,0.854,0.02,2.3,7.3,0,71,5,,,,,,,,,,,,,0.763,0.046,0.405,0.011,0.002,2.3,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-09-07,2雀瞒,105.7,18,3.8,1.4,3.3,4.9,0.947,0.017,2.1,6.5,0,68,7,0,0,0,0,0,0,,,,,,,0.791,0.044,0.595,0.008,0.004,1.4,,4,,,,,,0,0,0,0,0,0,0,,,,0,,,,,
林鞠达,2010-09-14,3雀瞒,107.4,19,5.8,1.1,3.3,7.1,1.024,0.018,2.3,7.4,0,66,2,,,,,,,,,,,,,0.751,0.06,0.404,0.008,0,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-09-20,4雀瞒,107.6,19,6.5,1.2,3.4,7,0.929,0.016,2.4,7.6,0,67,1,,,,,,,,,,,,,0.732,0.065,0.298,0.008,0,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-09-28,5雀瞒,107.5,18,4.5,1.2,3.4,4.3,0.864,0.01,2.2,6.7,0,62,1,,,,,,,,,,,,,0.764,0.037,0.385,0.007,0.001,1.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-10-06,1雀瞒,107.3,17,5.2,1.1,3.1,2.9,0.843,0.02,2.2,6.6,0,64,2,0,0,0,0,0,0,,,,,,,0.819,0.053,0.486,0.016,0,0.9,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-10-13,2雀瞒,107,17,3.8,1.6,3.5,2.9,1.031,0.021,2.3,6.6,0,66,2,,,,,,,,,,,,,0.917,0.05,0.583,0.011,0.002,1.2,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-10-19,3雀瞒,106.8,17,4.3,1.5,3.5,3.4,0.817,0.01,2.1,6.7,0,66,1,,,,,,,,,,,,,0.77,0.046,0.517,0.006,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-10-28,4雀瞒,106.4,15,4.4,1.1,3.1,2.7,0.75,0.014,1.9,6.8,0,67,4,,,,,,,,,,,,,0.687,0.063,0.515,0.009,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-11-04,1雀瞒,106.2,15,4.4,1.4,3.6,3.2,0.829,0.013,2,6.7,0,72,4,0,0,0,0,0,0,,,,,,,0.745,0.096,0.459,0.008,0.001,0.5,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-11-09,2雀瞒,106,14,4.6,1.1,3.1,2.9,0.772,0.01,1.9,6.8,0,74,3,,,,,,,,,,,,,0.752,0.042,0.504,0.01,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-11-17,3雀瞒,105.7,13,5,2.1,3.8,2.7,0.77,0.01,2,6.8,0,67,5,,,,,,,,,,,,,0.677,0.094,0.448,0.004,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-11-23,4雀瞒,105.5,12,4.8,1.2,3.8,2.3,0.781,0.013,2,6.8,0,74,6,,,,,,,,,,,,,0.751,0.112,0.447,0.007,0.006,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-12-01,1雀瞒,105.2,11,4.9,1,3.2,2.9,0.661,0.012,1.9,6.6,0,68,6,,,,,,,,,,,,,0.631,0.088,0.462,0.007,0.006,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-12-08,2雀瞒,104.9,10,4.8,1,3.1,2.1,0.716,0.012,1.8,6.6,0,67,15,0,0,0,0,0,0,,,,,,,0.688,0.038,0.517,0.006,0.002,1.8,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2010-12-16,3雀瞒,104.6,9,5.2,1.1,3.6,2.6,0.702,0.014,2.1,6.7,0,68,10,,,,,,,,,,,,,0.636,0.06,0.466,0.007,0.001,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-12-23,4雀瞒,104.4,9,5.3,0.9,3.3,2.2,0.782,0.011,1.9,6.9,0,70,17,,,,,,,,,,,,,0.741,0.085,0.485,0.006,0,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2010-12-29,5雀瞒,104.1,8,5.4,0.9,3.2,1.9,0.769,0.014,1.9,6.7,0,71,10,,,,,,,,,,,,,0.711,0.088,0.484,0.008,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-01-05,1雀瞒,103.8,7,7.3,1.8,3.6,2.4,0.706,0.011,1.9,6.6,0,62,19,,,,,,,,,,,,,0.693,0.083,0.541,0.007,0.007,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-01-12,2雀瞒,103.5,6,8.6,1.1,2.9,1.7,0.74,0.011,1.8,6.8,0,63,7,,,,,,,,,,,,,0.614,0.058,0.549,0.007,0.005,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-01-20,3雀瞒,103.1,5,8.5,1.2,3,1.5,0.564,0.011,1.8,6.9,0,62,2,,,,,,,,,,,,,0.55,0.034,0.459,0.009,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-01-26,4雀瞒,102.8,5,8.5,0.7,3.2,1.6,0.668,0.005,1.8,6.8,0,66,1,0,0,0,0,0,0,,,,,,,0.563,0.04,0.469,0.003,0.002,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-01-31,5雀瞒,102.5,4,9.1,0.7,3.1,1.8,0.688,0.005,1.7,6.5,0,60,0,,,,,,,,,,,,,0.661,0.046,0.457,0.003,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-02-10,1雀瞒,102,4,11.6,1,2.9,1.9,0.717,0.013,1.8,7.3,0,63,0,,,,,,,,,,,,,0.647,0.043,0.462,0.01,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-02-17,2雀瞒,101.6,4,10.3,1,2.9,2.3,0.69,0.011,1.8,6.9,0,61,0,,,,,,,,,,,,,0.651,0.041,0.461,0.008,0.002,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-02-24,3雀瞒,101.3,5,12,1,3,1.6,0.669,0.01,1.7,7.1,0,60,0,,,,,,,,,,,,,0.63,0.053,0.471,0.005,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-03-03,1雀瞒,101.2,4,12.6,0.9,3.5,2.2,0.665,0.003,1.6,7.2,0,59,0,,,,,,,,,,,,,0.639,0.045,0.474,0.001,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-03-09,2雀瞒,100.9,5,15,0.9,2.9,2.3,0.724,0.01,1.7,7,0,59,0,0,0,0,0,0,0,,,,,,,0.556,0.058,0.431,0.008,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-03-17,3雀瞒,100.4,5,11.6,0.9,2.6,2.4,0.718,0.009,1.8,7.1,0,61,0,,,,,,,,,,,,,0.684,0.042,0.457,0.007,0.001,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-03-23,4雀瞒,100,5,12.3,0.9,2.9,2.3,0.714,0.013,1.6,7.2,0,61,0,,,,,,,,,,,,,0.691,0.051,0.444,0,0,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-03-29,5雀瞒,99.6,6,12.2,1,3.1,2.7,0.705,0.009,1.8,7,0,61,0,,,,,,,,,,,,,0.685,0.035,0.436,0.006,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-04-05,1雀瞒,99,8,11.3,0.9,2.6,1.2,0.733,0.007,1.8,7.3,0,61,0,0,0,0,0,0,0,,,,,,,0.658,0.031,0.432,0.003,0.001,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-04-12,2雀瞒,98,8,11.9,1.1,2.9,3,0.696,0.01,1.8,7.4,0,61,0,,,,,,,,,,,,,0.677,0.05,0.456,0.006,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-04-19,3雀瞒,98,8,12,1.3,2.9,3.8,0.647,0.008,1.8,7.4,0,61,4,,,,,,,,,,,,,0.626,0.046,0.422,0.006,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-04-28,4雀瞒,97,9,8.5,1.2,3.3,3.6,0.723,0.013,1.8,7.3,0,62,1,,,,,,,,,,,,,0.7,0.031,0.402,0.006,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-05-04,1雀瞒,97,10,9.9,1,2.7,2.7,0.782,0.013,1.9,7.2,0,62,2,,,,,,,,,,,,,0.755,0.069,0.447,0.006,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-05-12,2雀瞒,97,10,10.6,1,2.8,2.8,0.76,0.015,1.9,7.1,0,63,3,,,,,,,,,,,,,0.732,0.064,0.465,0.006,0.002,1.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-05-18,3雀瞒,98.1,11,9.8,1,2.8,1.5,0.719,0.009,1.7,7.1,0,66,1,0,0,0,0,0,0,,,,,,,0.694,0.045,0.45,0.003,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-05-25,4雀瞒,97.3,11,9.6,0.9,3.1,1.7,0.63,0.014,1.8,7.2,0,62,0,,,,,,,,,,,,,0.602,0.041,0.456,0.01,0,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-05-31,5雀瞒,96.5,11,9.4,0.8,2.5,1.8,0.73,0.017,1.7,7.3,0,66,2,,,,,,,,,,,,,0.704,0.034,0.467,0.007,0.001,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-06-09,1雀瞒,95.6,13,9.5,1,3,5,0.648,0.014,1.7,7.5,0,72,2,,,,,,,,,,,,,0.62,0.05,0.487,0.007,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-06-14,2雀瞒,94.8,13,8.8,0.9,3.5,2.6,0.721,0.013,2,7.6,0,67,1,0,0,0,0,0,0,,,,,,,0.674,0.041,0.544,0.008,0.002,2.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-06-21,3雀瞒,93.9,13,8,1,3.5,3.9,0.715,0.015,2.1,7.8,0,67,2,,,,,,,,,,,,,0.65,0.032,0.461,0.005,0.001,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-06-28,4雀瞒,98.1,14,8.3,1,3.5,6,0.759,0.014,1.9,7.3,0,71,11,,,,,,,,,,,,,0.716,0.086,0.494,0.007,0,5.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-07-05,1雀瞒,99.4,14,8,1,2.6,2.6,0.713,0.011,1.8,7.7,0,69,9,0,0,0,0,0,0,,,,,,,0.695,0.061,0.522,0.005,0,2.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-07-12,2雀瞒,105.6,16,5.9,1.1,3,4.4,0.921,0.023,1.9,7.4,0,73,123,,,,,,,,,,,,,0.8,0.06,0.568,0.005,0.002,3.2,,14,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-07-19,3雀瞒,103,14,6.5,1.2,4.2,4.9,0.99,0.015,2,6.9,0,64,62,,,,,,,,,,,,,0.863,0.07,0.707,0.005,0.003,3.5,,12,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-07-26,4雀瞒,102.3,16,5.9,1.4,3.8,5.1,0.959,0.015,2.1,7.6,0,71,22,,,,,,,,,,,,,0.879,0.079,0.622,0.006,0.004,3.3,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-08-02,1雀瞒,102.9,18,5.8,1.4,3.7,4.4,0.906,0.019,2.3,7.8,0,72,9,,,,,,,,,,,,,0.743,0.056,0.598,0.011,0.004,2.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-08-10,2雀瞒,104.6,17,5.8,1.2,3.3,6.7,0.908,0.034,2.2,6.7,0,61,55,,,,,,,,,,,,,0.709,0.033,0.603,0.023,0.008,5.2,,10,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-08-16,3雀瞒,102.6,17,5.2,1.3,3.7,5.6,0.857,0.029,2.1,7.3,0,70,19,0,0,0,0,0,0,,,,,,,0.818,0.097,0.53,0.01,0.005,3.4,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-08-23,4雀瞒,103,16,4.8,1.2,2.8,4.4,0.795,0.022,2,6.6,0,66,4,,,,,,,,,,,,,0.715,0.064,0.53,0.012,0.006,2.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-08-30,5雀瞒,103,18,5,1,3.3,1,0.838,0.019,1.9,7.1,0,64,5,,,,,,,,,,,,,0.829,0.066,0.483,0.01,0.005,2.3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-09-06,1雀瞒,102.8,17.1,4.3,1.4,2.9,0.6,0.839,0.024,2,7.3,0,68,1,0,0,0,0,0,0,,,,,,,0.754,0.083,0.525,0.011,0.006,2.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-09-14,2雀瞒,102.5,17.6,4.1,1,3,1.3,0.826,0.013,2,7.3,0,68,2,,,,,,,,,,,,,0.719,0.069,0.522,0.008,0.003,2.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-09-20,3雀瞒,102.8,17.9,4.7,0.9,3,2.1,0.843,0.015,1.8,6.7,0,58,12,,,,,,,,,,,,,0.754,0.056,0.535,0.008,0.002,1.9,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-09-28,4雀瞒,102.6,17.3,4.3,0.8,3,1.8,0.874,0.009,1.8,6.4,0,60,9,,,,,,,,,,,,,0.85,0.046,0.575,0.005,0.003,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-10-06,1雀瞒,102.3,16.7,4.9,0.6,2.8,2.4,0.766,0.011,1.7,6.5,0,56,3,0,0,0,0,0,0,,,,,,,0.702,0.054,0.522,0.006,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-10-13,2雀瞒,102.1,16.5,3.5,0.6,2.7,2.2,0.858,0.012,1.8,6.6,0,58,5,,,,,,,,,,,,,0.847,0.092,0.565,0.007,0.002,3.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-10-17,3雀瞒,102,15.9,4.1,0.9,3.3,2.6,0.775,0.008,1.9,6.6,0,58,9,,,,,,,,,,,,,0.765,0.069,0.578,0.005,0.004,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-10-25,4雀瞒,101.8,14.9,4.5,0.8,3.3,2.7,0.832,0.012,1.8,6.6,0,61,6,,,,,,,,,,,,,0.782,0.08,0.553,0.005,0.002,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-11-01,1雀瞒,101.6,14.8,5,0.8,3.4,1.6,0.906,0.016,1.8,6.5,0,63,1,,,,,,,,,0,,,,0.861,0.091,0.524,0.009,0.003,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-11-09,2雀瞒,101.6,14.4,4.9,0.8,3.3,2.9,0.872,0.013,1.8,6.7,0,68,3,,,,,,,,,,,,,0.842,0.111,0.453,0.007,0.003,2.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-11-15,3雀瞒,101.5,13.7,4.8,0.8,2.8,2,0.855,0.011,1.7,6.9,0,66,1,0,0,0,0,0,0,,,,,,,0.811,0.089,0.458,0.009,0.005,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-11-24,4雀瞒,101.7,12.1,5.2,0.6,2.5,2.1,0.918,0.011,1.7,6.8,0,67,3,,,,,,,,,,,,,0.875,0.072,0.447,0.005,0.002,2.5,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-11-29,5雀瞒,101.6,11.8,5.2,0.5,3.5,1.5,0.776,0.01,1.7,6.3,0,65,1,,,,,,,,,,,,,0.707,0.075,0.481,0.004,0.002,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-12-07,1雀瞒,101.63,10.8,5,0.5,2.9,2.2,0.871,0.009,1.4,7,0,64,29,0,0,0,0,0,0,,,,,,,0.834,0.119,0.409,0.003,0.002,2.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-12-15,2雀瞒,101.46,9.6,5.6,1.1,2.8,1.6,0.836,0.011,1.6,7.2,0,67,71,,,,,,,,,,,,,0.796,0.102,0.403,0.008,0.001,2.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-12-21,3雀瞒,101.31,8.7,5.9,0.7,2.9,2.5,0.751,0.008,1.5,6.6,0,68,37,,,,,,,,,,,,,0.734,0.133,0.406,0.003,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2011-12-28,4雀瞒,101.11,7.7,6.2,0.5,2.7,1.6,0.875,0.012,1.3,7,0,64,25,,,,,,,,,0,,,,0.826,0.058,0.429,0.002,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-01-04,1雀瞒,100.91,7,6.2,0.5,3.2,1.7,0.774,0.011,1.7,6.7,0,64,41,,,,,,,,,,,,,0.7,0.075,0.405,0.005,0.002,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-01-11,2雀瞒,100.69,6.3,9.2,0.6,2.8,2.6,0.733,0.009,1.4,6.7,0,67,28,0,0,0,0,0,0,,,,,,,0.649,0.092,0.474,0.006,0.003,6.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-01-18,3雀瞒,100.48,5.9,9.7,1.2,2.5,1.6,0.876,0.013,1.5,6.9,0,66,8,,,,,,,,,,,,,0.849,0.097,0.505,0.01,0.003,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-01-27,4雀瞒,100.21,5.2,11,0.7,2.5,1,0.762,0.013,1.4,7,0,64,7,,,,,,,,,0,,,,0.739,0.108,0.495,0.009,0.002,1.8,,0,,,,,,,,,,,,,,,,,,,,,
